Date,Hour,Appliance Category,Hardware Model,Watts
2024-01-01,12,Room Heater,Samsung Smart Heater,508
2024-01-01,4,Electronics,Samsung Galaxy Book,46
2024-01-01,22,Television,Samsung 65-inch Neo QLED 4K TV,158
2024-01-02,3,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,48
2024-01-02,18,Room Heater,Samsung Smart Heater,394
2024-01-02,6,Washing Machine,Samsung Front Load Washer,92
2024-01-01,10,Refrigerator,Samsung Bespoke AI Refrigerator,166
2024-01-01,8,Room Heater,Samsung Smart Heater,445
2024-01-01,5,Electronics,Samsung Galaxy Book,178
2024-01-01,7,Electronics,Samsung Galaxy Book,202
2024-01-01,6,Water Heater,Rheem ProTerra Hybrid Smart Heater,3770
2024-01-01,14,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,20
2024-01-02,5,Television,Samsung 65-inch Neo QLED 4K TV,22
2024-01-02,6,Television,Samsung 65-inch Neo QLED 4K TV,80
2024-01-01,6,Electronics,Samsung 45W Fast Charger,4
2024-01-01,14,Electronics,Samsung Galaxy Book,262
2024-01-02,2,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,28
2024-01-02,8,Lighting,Philips Hue Smart LED,26
2024-01-01,3,Lighting,Philips Hue Smart LED,19
2024-01-01,20,Electronics,Samsung 45W Fast Charger,19
2024-01-03,1,Refrigerator,Samsung Bespoke AI Refrigerator,189
2024-01-02,8,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,450
2024-01-02,13,Refrigerator,Samsung Bespoke AI Refrigerator,155
2024-01-02,13,Water Heater,Rheem ProTerra Hybrid Smart Heater,2167
2024-01-02,19,Water Heater,Rheem ProTerra Hybrid Smart Heater,4451
2024-01-02,13,Room Heater,Samsung Smart Heater,359
2024-01-01,16,Kitchen Appliance,Samsung Smart Oven,301
2024-01-02,22,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,458
2024-01-01,16,Kitchen Appliance,Samsung Smart Microwave,156
2024-01-02,23,Refrigerator,Samsung Bespoke AI Refrigerator,109
2024-01-01,21,Television,Samsung 65-inch Neo QLED 4K TV,159
2024-01-02,7,Refrigerator,Samsung Bespoke AI Refrigerator,178
2024-01-01,2,Room Heater,Samsung Smart Heater,419
2024-01-02,1,Refrigerator,Samsung Bespoke AI Refrigerator,163
2024-01-01,6,Kitchen Appliance,Samsung Smart Dishwasher,1148
2024-01-02,2,Electronics,Samsung 45W Fast Charger,5
2024-01-01,21,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,427
2024-01-02,15,Lighting,Philips Hue Smart LED,21
2024-01-01,0,Refrigerator,Samsung Bespoke AI Refrigerator,164
2024-01-01,0,Lighting,Philips Hue Smart LED,13
2024-01-02,4,Kitchen Appliance,Samsung Smart Microwave,258
2024-01-01,2,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,46
2024-01-01,10,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1815
2024-01-02,9,Kitchen Appliance,Samsung Smart Dishwasher,1503
2024-01-02,14,Kitchen Appliance,Samsung Smart Dishwasher,837
2024-01-02,9,Kitchen Appliance,Samsung Smart Dishwasher,1307
2024-01-01,12,Refrigerator,Samsung Bespoke AI Refrigerator,159
2024-01-01,11,Electronics,Samsung Galaxy Book,219
2024-01-01,12,Kitchen Appliance,Samsung Smart Dishwasher,204
2024-01-01,13,Electronics,Samsung Galaxy Book,27
2024-01-02,8,Refrigerator,Samsung Bespoke AI Refrigerator,103
2024-01-01,14,Kitchen Appliance,Samsung Smart Dishwasher,1535
2024-01-02,22,Washing Machine,Samsung Front Load Washer,391
2024-01-01,17,Lighting,Philips Hue Smart LED,64
2024-01-02,7,Refrigerator,Samsung Bespoke AI Refrigerator,168
2024-01-02,2,Water Heater,Rheem ProTerra Hybrid Smart Heater,2117
2024-01-02,23,Electronics,Samsung Galaxy Book,268
2024-01-01,15,Refrigerator,Samsung Bespoke AI Refrigerator,192
2024-01-02,5,Kitchen Appliance,Samsung Smart Microwave,713
2024-01-03,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,325
2024-01-02,20,Electronics,Samsung 45W Fast Charger,11
2024-01-03,0,Kitchen Appliance,Samsung Smart Dishwasher,1552
2024-01-01,10,Electronics,Samsung Galaxy Book,118
2024-01-01,12,Lighting,Philips Hue Smart LED,12
2024-01-02,8,Electronics,Samsung Galaxy Book,120
2024-01-01,23,Electronics,Samsung 45W Fast Charger,3
2024-01-01,13,Refrigerator,Samsung Bespoke AI Refrigerator,120
2024-01-01,8,Lighting,Philips Hue Smart LED,56
2024-01-02,17,Kitchen Appliance,Samsung Smart Dishwasher,1286
2024-01-01,0,Lighting,Philips Hue Smart LED,87
2024-01-01,4,Room Heater,Samsung Smart Heater,2490
2024-01-02,8,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,356
2024-01-02,0,Refrigerator,Samsung Bespoke AI Refrigerator,176
2024-01-01,11,Washing Machine,Samsung Front Load Washer,414
2024-01-02,5,Washing Machine,Samsung Front Load Washer,87
2024-01-02,4,Television,Samsung 65-inch Neo QLED 4K TV,177
2024-01-02,12,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,286
2024-01-02,22,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,313
2024-01-02,2,Lighting,Philips Hue Smart LED,5
2024-01-01,16,Television,Samsung 65-inch Neo QLED 4K TV,151
2024-01-02,18,Television,Samsung 65-inch Neo QLED 4K TV,125
2024-01-02,0,Kitchen Appliance,Samsung Smart Microwave,165
2024-01-01,20,Electronics,Samsung 45W Fast Charger,8
2024-01-01,21,Kitchen Appliance,Samsung Smart Dishwasher,1293
2024-01-01,18,Television,Samsung 65-inch Neo QLED 4K TV,74
2024-01-01,12,Kitchen Appliance,Samsung Smart Oven,1432
2024-01-01,5,Television,Samsung 65-inch Neo QLED 4K TV,130
2024-01-02,21,Washing Machine,Samsung Front Load Washer,340
2024-01-02,21,Kitchen Appliance,Samsung Smart Oven,1745
2024-01-02,17,Electronics,Samsung 45W Fast Charger,6
2024-01-01,6,Room Heater,Samsung Smart Heater,532
2024-01-01,21,Refrigerator,Samsung Bespoke AI Refrigerator,132
2024-01-01,17,Lighting,Philips Hue Smart LED,49
2024-01-03,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,195
2024-01-01,18,Lighting,Philips Hue Smart LED,80
2024-01-01,8,Refrigerator,Samsung Bespoke AI Refrigerator,140
2024-01-02,9,Electronics,Samsung 45W Fast Charger,12
2024-01-01,9,Lighting,Philips Hue Smart LED,30
2024-01-01,6,Television,Samsung 65-inch Neo QLED 4K TV,3
2024-01-01,4,Lighting,Philips Hue Smart LED,8
2024-01-02,22,Electronics,Samsung 45W Fast Charger,13
2024-01-02,8,Electronics,Samsung 45W Fast Charger,1
2024-01-02,12,Electronics,Samsung Galaxy Book,31
2024-01-01,0,Kitchen Appliance,Samsung Smart Dishwasher,172
2024-01-01,8,Lighting,Philips Hue Smart LED,103
2024-01-02,6,Room Heater,Samsung Smart Heater,90
2024-01-02,0,Television,Samsung 65-inch Neo QLED 4K TV,112
2024-01-01,23,Refrigerator,Samsung Bespoke AI Refrigerator,178
2024-01-01,1,Kitchen Appliance,Samsung Smart Oven,1920
2024-01-01,9,Electronics,Samsung Galaxy Book,25
2024-01-02,9,Kitchen Appliance,Samsung Smart Dishwasher,1168
2024-01-01,13,Television,Samsung 65-inch Neo QLED 4K TV,52
2024-01-02,12,Electronics,Samsung Galaxy Book,199
2024-01-02,1,Electronics,Samsung 45W Fast Charger,7
2024-01-01,15,Refrigerator,Samsung Bespoke AI Refrigerator,185
2024-01-01,5,Electronics,Samsung Galaxy Book,44
2024-01-01,9,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,255
2024-01-02,17,Room Heater,Samsung Smart Heater,1924
2024-01-01,7,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1874
2024-01-01,10,Refrigerator,Samsung Bespoke AI Refrigerator,171
2024-01-02,8,Electronics,Samsung 45W Fast Charger,8
2024-01-01,20,Lighting,Philips Hue Smart LED,1
2024-01-02,11,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1873
2024-01-01,2,Electronics,Samsung 45W Fast Charger,4
2024-01-01,8,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,2322
2024-01-01,23,Refrigerator,Samsung Bespoke AI Refrigerator,162
2024-01-01,0,Kitchen Appliance,Samsung Smart Dishwasher,110
2024-01-02,16,Lighting,Philips Hue Smart LED,55
2024-01-02,16,Television,Samsung 65-inch Neo QLED 4K TV,26
2024-01-02,8,Refrigerator,Samsung Bespoke AI Refrigerator,146
2024-01-02,18,Lighting,Philips Hue Smart LED,89
2024-01-02,8,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,180
2024-01-01,8,Electronics,Samsung Galaxy Book,249
2024-01-01,0,Television,Samsung 65-inch Neo QLED 4K TV,99
2024-01-02,19,Refrigerator,Samsung Bespoke AI Refrigerator,173
2024-01-02,6,Television,Samsung 65-inch Neo QLED 4K TV,5
2024-01-01,9,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,356
2024-01-01,5,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,218
2024-01-01,13,Lighting,Philips Hue Smart LED,29
2024-01-01,7,Lighting,Philips Hue Smart LED,57
2024-01-01,19,Lighting,Philips Hue Smart LED,53
2024-01-02,4,Lighting,Philips Hue Smart LED,16
2024-01-02,21,Electronics,Samsung 45W Fast Charger,6
2024-01-02,8,Lighting,Philips Hue Smart LED,4
2024-01-01,22,Electronics,Samsung 45W Fast Charger,4
2024-01-02,19,Television,Samsung 65-inch Neo QLED 4K TV,42
2024-01-02,5,Electronics,Samsung 45W Fast Charger,11
2024-01-02,5,Electronics,Samsung 45W Fast Charger,1
2024-01-01,17,Kitchen Appliance,Samsung Smart Dishwasher,948
2024-01-01,22,Refrigerator,Samsung Bespoke AI Refrigerator,157
2024-01-01,0,Electronics,Samsung 45W Fast Charger,1
2024-01-01,9,Refrigerator,Samsung Bespoke AI Refrigerator,157
2024-01-01,5,Lighting,Philips Hue Smart LED,9
2024-01-02,7,Refrigerator,Samsung Bespoke AI Refrigerator,151
2024-01-02,18,Kitchen Appliance,Samsung Smart Dishwasher,1385
2024-01-01,9,Electronics,Samsung Galaxy Book,173
2024-01-01,10,Kitchen Appliance,Samsung Smart Oven,311
2024-01-03,0,Lighting,Philips Hue Smart LED,6
2024-01-01,19,Room Heater,Samsung Smart Heater,1862
2024-01-02,3,Room Heater,Samsung Smart Heater,515
2024-01-01,16,Kitchen Appliance,Samsung Smart Oven,217
2024-01-01,0,Refrigerator,Samsung Bespoke AI Refrigerator,172
2024-01-02,5,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1120
2024-01-02,15,Electronics,Samsung 45W Fast Charger,5
2024-01-02,13,Washing Machine,Samsung Front Load Washer,391
2024-01-02,16,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,407
2024-01-02,5,Electronics,Samsung 45W Fast Charger,6
2024-01-02,6,Refrigerator,Samsung Bespoke AI Refrigerator,170
2024-01-02,0,Water Heater,Rheem ProTerra Hybrid Smart Heater,2730
2024-01-02,11,Electronics,Samsung Galaxy Book,186
2024-01-02,23,Electronics,Samsung 45W Fast Charger,1
2024-01-02,9,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,288
2024-01-01,14,Television,Samsung 65-inch Neo QLED 4K TV,101
2024-01-01,10,Electronics,Samsung 45W Fast Charger,1
2024-01-02,4,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,325
2024-01-01,11,Refrigerator,Samsung Bespoke AI Refrigerator,188
2024-01-02,1,Kitchen Appliance,Samsung Smart Oven,222
2024-01-02,4,Lighting,Philips Hue Smart LED,76
2024-01-01,0,Refrigerator,Samsung Bespoke AI Refrigerator,149
2024-01-01,19,Kitchen Appliance,Samsung Smart Dishwasher,1191
2024-01-02,10,Kitchen Appliance,Samsung Smart Oven,829
2024-01-01,7,Refrigerator,Samsung Bespoke AI Refrigerator,159
2024-01-02,14,Room Heater,Samsung Smart Heater,385
2024-01-01,17,Lighting,Philips Hue Smart LED,78
2024-01-01,16,Room Heater,Samsung Smart Heater,1643
2024-01-02,5,Television,Samsung 65-inch Neo QLED 4K TV,21
2024-01-02,4,Kitchen Appliance,Samsung Smart Dishwasher,873
2024-01-01,7,Television,Samsung 65-inch Neo QLED 4K TV,119
2024-01-02,22,Room Heater,Samsung Smart Heater,2185
2024-01-01,17,Lighting,Philips Hue Smart LED,87
2024-01-02,20,Washing Machine,Samsung Front Load Washer,58
2024-01-02,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,917
2024-01-02,14,Refrigerator,Samsung Bespoke AI Refrigerator,120
2024-01-01,14,Lighting,Philips Hue Smart LED,21
2024-01-01,1,Refrigerator,Samsung Bespoke AI Refrigerator,170
2024-01-02,15,Refrigerator,Samsung Bespoke AI Refrigerator,179
2024-01-01,8,Refrigerator,Samsung Bespoke AI Refrigerator,114
2024-01-01,16,Room Heater,Samsung Smart Heater,1540
2024-01-01,14,Electronics,Samsung Galaxy Book,234
2024-01-01,12,Refrigerator,Samsung Bespoke AI Refrigerator,123
2024-01-02,9,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,175
2024-01-02,3,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1907
2024-01-02,12,Electronics,Samsung 45W Fast Charger,6
2024-01-02,12,Electronics,Samsung 45W Fast Charger,7
2024-01-01,2,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,57
2024-01-01,3,Television,Samsung 65-inch Neo QLED 4K TV,17
2024-01-02,21,Lighting,Philips Hue Smart LED,46
2024-01-02,3,Kitchen Appliance,Samsung Smart Microwave,132
2024-01-02,17,Electronics,Samsung 45W Fast Charger,4
2024-01-02,7,Refrigerator,Samsung Bespoke AI Refrigerator,134
2024-01-01,22,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1366
2024-01-01,23,Electronics,Samsung 45W Fast Charger,5
2024-01-02,13,Lighting,Philips Hue Smart LED,5
2024-01-01,20,Room Heater,Samsung Smart Heater,221
2024-01-01,4,Refrigerator,Samsung Bespoke AI Refrigerator,196
2024-01-02,8,Kitchen Appliance,Samsung Smart Microwave,1113
2024-01-03,0,Kitchen Appliance,Samsung Smart Oven,2234
2024-01-01,20,Television,Samsung 65-inch Neo QLED 4K TV,139
2024-01-02,16,Lighting,Philips Hue Smart LED,77
2024-01-03,0,Room Heater,Samsung Smart Heater,65
2024-01-02,4,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,195
2024-01-02,5,Refrigerator,Samsung Bespoke AI Refrigerator,169
2024-01-02,6,Water Heater,Rheem ProTerra Hybrid Smart Heater,3002
2024-01-01,4,Refrigerator,Samsung Bespoke AI Refrigerator,159
2024-01-01,8,Kitchen Appliance,Samsung Smart Oven,220
2024-01-02,6,Water Heater,Rheem ProTerra Hybrid Smart Heater,2437
2024-01-02,14,Television,Samsung 65-inch Neo QLED 4K TV,100
2024-01-02,14,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,63
2024-01-02,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,229
2024-01-02,22,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,300
2024-01-02,13,Kitchen Appliance,Samsung Smart Oven,337
2024-01-02,5,Lighting,Philips Hue Smart LED,10
2024-01-02,17,Electronics,Samsung Galaxy Book,18
2024-01-02,18,Kitchen Appliance,Samsung Smart Microwave,1166
2024-01-02,14,Kitchen Appliance,Samsung Smart Oven,1662
2024-01-02,18,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,223
2024-01-02,16,Washing Machine,Samsung Front Load Washer,689
2024-01-01,17,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,258
2024-01-01,20,Lighting,Philips Hue Smart LED,53
2024-01-01,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,46
2024-01-01,7,Lighting,Philips Hue Smart LED,95
2024-01-01,11,Electronics,Samsung Galaxy Book,37
2024-01-02,15,Room Heater,Samsung Smart Heater,2381
2024-01-01,5,Washing Machine,Samsung Front Load Washer,75
2024-01-01,7,Refrigerator,Samsung Bespoke AI Refrigerator,166
2024-01-01,1,Kitchen Appliance,Samsung Smart Oven,248
2024-01-02,13,Lighting,Philips Hue Smart LED,54
2024-01-02,20,Kitchen Appliance,Samsung Smart Oven,1568
2024-01-02,23,Refrigerator,Samsung Bespoke AI Refrigerator,134
2024-01-01,16,Refrigerator,Samsung Bespoke AI Refrigerator,148
2024-01-02,15,Television,Samsung 65-inch Neo QLED 4K TV,87
2024-01-02,21,Television,Samsung 65-inch Neo QLED 4K TV,152
2024-01-02,15,Room Heater,Samsung Smart Heater,379
2024-01-02,17,Kitchen Appliance,Samsung Smart Oven,1101
2024-01-02,18,Lighting,Philips Hue Smart LED,51
2024-01-02,15,Electronics,Samsung 45W Fast Charger,2
2024-01-01,6,Kitchen Appliance,Samsung Smart Dishwasher,266
2024-01-02,14,Kitchen Appliance,Samsung Smart Oven,1866
2024-01-01,7,Room Heater,Samsung Smart Heater,510
2024-01-02,9,Washing Machine,Samsung Front Load Washer,468
2024-01-02,12,Water Heater,Rheem ProTerra Hybrid Smart Heater,3018
2024-01-02,6,Refrigerator,Samsung Bespoke AI Refrigerator,130
2024-01-02,13,Television,Samsung 65-inch Neo QLED 4K TV,104
2024-01-01,3,Television,Samsung 65-inch Neo QLED 4K TV,18
2024-01-01,18,Refrigerator,Samsung Bespoke AI Refrigerator,143
2024-01-02,23,Washing Machine,Samsung Front Load Washer,54
2024-01-02,11,Television,Samsung 65-inch Neo QLED 4K TV,17
2024-01-02,14,Electronics,Samsung 45W Fast Charger,3
2024-01-01,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,37
2024-01-02,2,Kitchen Appliance,Samsung Smart Dishwasher,197
2024-01-02,19,Lighting,Philips Hue Smart LED,66
2024-01-01,21,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,289
2024-01-03,0,Room Heater,Samsung Smart Heater,50
2024-01-02,3,Electronics,Samsung 45W Fast Charger,14
2024-01-02,6,Kitchen Appliance,Samsung Smart Oven,2570
2024-01-01,20,Television,Samsung 65-inch Neo QLED 4K TV,56
2024-01-02,4,Washing Machine,Samsung Front Load Washer,58
2024-01-01,19,Lighting,Philips Hue Smart LED,7
2024-01-02,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1886
2024-01-02,16,Lighting,Philips Hue Smart LED,74
2024-01-02,22,Television,Samsung 65-inch Neo QLED 4K TV,157
2024-01-02,13,Electronics,Samsung Galaxy Book,279
2024-01-02,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,290
2024-01-01,1,Electronics,Samsung 45W Fast Charger,9
2024-01-02,7,Television,Samsung 65-inch Neo QLED 4K TV,26
2024-01-02,17,Electronics,Samsung Galaxy Book,158
2024-01-02,4,Electronics,Samsung 45W Fast Charger,2
2024-01-02,5,Electronics,Samsung 45W Fast Charger,3
2024-01-01,9,Electronics,Samsung 45W Fast Charger,4
2024-01-01,20,Electronics,Samsung 45W Fast Charger,5
2024-01-01,16,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,42
2024-01-01,5,Washing Machine,Samsung Front Load Washer,88
2024-01-02,19,Lighting,Philips Hue Smart LED,54
2024-01-02,11,Electronics,Samsung 45W Fast Charger,4
2024-01-02,9,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,811
2024-01-03,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,108
2024-01-02,17,Refrigerator,Samsung Bespoke AI Refrigerator,144
2024-01-02,18,Electronics,Samsung Galaxy Book,280
2024-01-01,0,Lighting,Philips Hue Smart LED,15
2024-01-01,22,Kitchen Appliance,Samsung Smart Oven,2020
2024-01-01,14,Electronics,Samsung 45W Fast Charger,9
2024-01-01,23,Washing Machine,Samsung Front Load Washer,649
2024-01-02,19,Television,Samsung 65-inch Neo QLED 4K TV,121
2024-01-01,13,Electronics,Samsung 45W Fast Charger,11
2024-01-02,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,25
2024-01-02,19,Refrigerator,Samsung Bespoke AI Refrigerator,148
2024-01-01,20,Electronics,Samsung Galaxy Book,38
2024-01-03,0,Electronics,Samsung 45W Fast Charger,15
2024-01-01,3,Kitchen Appliance,Samsung Smart Microwave,214
2024-01-02,5,Kitchen Appliance,Samsung Smart Dishwasher,222
2024-01-02,12,Lighting,Philips Hue Smart LED,17
2024-01-02,23,Television,Samsung 65-inch Neo QLED 4K TV,12
2024-01-02,2,Electronics,Samsung Galaxy Book,24
2024-01-01,10,Room Heater,Samsung Smart Heater,268
2024-01-02,11,Electronics,Samsung 45W Fast Charger,6
2024-01-02,17,Television,Samsung 65-inch Neo QLED 4K TV,72
2024-01-02,5,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,172
2024-01-01,6,Room Heater,Samsung Smart Heater,209
2024-01-03,1,Lighting,Philips Hue Smart LED,8
2024-01-02,13,Lighting,Philips Hue Smart LED,22
2024-01-01,21,Television,Samsung 65-inch Neo QLED 4K TV,136
2024-01-01,13,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,18
2024-01-02,18,Electronics,Samsung 45W Fast Charger,5
2024-01-01,3,Kitchen Appliance,Samsung Smart Dishwasher,852
2024-01-03,1,Lighting,Philips Hue Smart LED,2
2024-01-02,12,Electronics,Samsung Galaxy Book,421
2024-01-02,4,Electronics,Samsung Galaxy Book,296
2024-01-02,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,239
2024-01-01,0,Room Heater,Samsung Smart Heater,2489
2024-01-01,21,Water Heater,Rheem ProTerra Hybrid Smart Heater,4055
2024-01-02,19,Television,Samsung 65-inch Neo QLED 4K TV,90
2024-01-02,1,Room Heater,Samsung Smart Heater,312
2024-01-02,12,Electronics,Samsung Galaxy Book,217
2024-01-01,3,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,300
2024-01-01,5,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,236
2024-01-02,19,Electronics,Samsung 45W Fast Charger,5
2024-01-02,3,Water Heater,Rheem ProTerra Hybrid Smart Heater,3760
2024-01-01,3,Electronics,Samsung Galaxy Book,120
2024-01-01,8,Television,Samsung 65-inch Neo QLED 4K TV,24
2024-01-02,9,Washing Machine,Samsung Front Load Washer,486
2024-01-01,18,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,281
2024-01-02,13,Washing Machine,Samsung Front Load Washer,817
2024-01-01,1,Kitchen Appliance,Samsung Smart Dishwasher,1507
2024-01-02,17,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,337
2024-01-01,15,Refrigerator,Samsung Bespoke AI Refrigerator,201
2024-01-02,2,Lighting,Philips Hue Smart LED,53
2024-01-02,22,Refrigerator,Samsung Bespoke AI Refrigerator,144
2024-01-01,2,Lighting,Philips Hue Smart LED,54
2024-01-02,19,Television,Samsung 65-inch Neo QLED 4K TV,23
2024-01-02,13,Electronics,Samsung 45W Fast Charger,1
2024-01-02,2,Refrigerator,Samsung Bespoke AI Refrigerator,171
2024-01-02,3,Washing Machine,Samsung Front Load Washer,521
2024-01-01,22,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1865
2024-01-01,11,Kitchen Appliance,Samsung Smart Oven,220
2024-01-01,13,Kitchen Appliance,Samsung Smart Microwave,207
2024-01-02,6,Room Heater,Samsung Smart Heater,68
2024-01-01,7,Lighting,Philips Hue Smart LED,74
2024-01-02,17,Television,Samsung 65-inch Neo QLED 4K TV,150
2024-01-01,5,Lighting,Philips Hue Smart LED,1
2024-01-03,0,Lighting,Philips Hue Smart LED,9
2024-01-02,20,Water Heater,Rheem ProTerra Hybrid Smart Heater,2081
2024-01-01,16,Electronics,Samsung 45W Fast Charger,2
